Strain	Lineage	BdDV1	scaffold_10	start	end	Coverage	Average_NCL	Coverage/Average_NCL
KRBOOR_323	ASIA	Infected	scaffold_10	2503	2603	163.33	173.02	0.943994914
KRBOOR_323	ASIA	Infected	scaffold_10	2603	2703	189.1	173.02	1.092937233
KRBOOR_323	ASIA	Infected	scaffold_10	2703	2803	229.19	173.02	1.32464455
KRBOOR_323	ASIA	Infected	scaffold_10	2803	2903	218.9	173.02	1.265171656
KRBOOR_323	ASIA	Infected	scaffold_10	2903	3003	181.75	173.02	1.050456595
KRBOOR_323	ASIA	Infected	scaffold_10	3003	3103	170.55	173.02	0.985724194
KRBOOR_323	ASIA	Infected	scaffold_10	3103	3203	57.69	173.02	0.333429661
KRBOOR_323	ASIA	Infected	scaffold_10	3203	3303	9.38	173.02	0.054213386
KRBOOR_323	ASIA	Infected	scaffold_10	3303	3403	9.6	173.02	0.055484915
KRBOOR_323	ASIA	Infected	scaffold_10	3403	3503	19.1	173.02	0.110391862
KRBOOR_323	ASIA	Infected	scaffold_10	3503	3603	43.86	173.02	0.253496706
KRBOOR_323	ASIA	Infected	scaffold_10	3603	3703	12.39	173.02	0.071610218
KRBOOR_323	ASIA	Infected	scaffold_10	3703	3803	80.46	173.02	0.465032944
KRBOOR_323	ASIA	Infected	scaffold_10	3803	3903	139.49	173.02	0.806207375
KRBOOR_323	ASIA	Infected	scaffold_10	3903	4003	134.07	173.02	0.774881517
KRBOOR_323	ASIA	Infected	scaffold_10	4003	4103	139.3	173.02	0.805109236
KRBOOR_323	ASIA	Infected	scaffold_10	4103	4203	71.32	173.02	0.412206681
KRBOOR_323	ASIA	Infected	scaffold_10	4203	4303	98.07	173.02	0.566813085
KRBOOR_323	ASIA	Infected	scaffold_10	4303	4403	87.5	173.02	0.505721882
KRBOOR_323	ASIA	Infected	scaffold_10	4403	4503	66.65	173.02	0.385215582
KRBOOR_323	ASIA	Infected	scaffold_10	4503	4603	62.29	173.02	0.360016183
KRBOOR_323	ASIA	Infected	scaffold_10	4603	4703	47.6	173.02	0.275112704
KRBOOR_323	ASIA	Infected	scaffold_10	4703	4771	22.823529	173.02	0.131912663
KRBOOR_323	ASIA	Infected	scaffold_10	6676	6776	63.19	173.02	0.365217894
KRBOOR_323	ASIA	Infected	scaffold_10	6776	6876	113.5	173.02	0.655993527
KRBOOR_323	ASIA	Infected	scaffold_10	6876	6976	143.63	173.02	0.830135244
KRBOOR_323	ASIA	Infected	scaffold_10	6976	7076	132.36	173.02	0.764998266
KRBOOR_323	ASIA	Infected	scaffold_10	7076	7176	98.36	173.02	0.568489192
KRBOOR_323	ASIA	Infected	scaffold_10	7176	7276	33.18	173.02	0.191769738
KRBOOR_323	ASIA	Infected	scaffold_10	7276	7291	5.533333	173.02	0.031980887
KRBOOR_323	ASIA	Infected	scaffold_10	7912	8012	3.06	173.02	0.017685817
KRBOOR_323	ASIA	Infected	scaffold_10	8012	8112	3.43	173.02	0.019824298
KRBOOR_323	ASIA	Infected	scaffold_10	8112	8212	14.54	173.02	0.084036528
KRBOOR_323	ASIA	Infected	scaffold_10	8212	8312	34.44	173.02	0.199052133
KRBOOR_323	ASIA	Infected	scaffold_10	8312	8412	39.73	173.02	0.229626633
KRBOOR_323	ASIA	Infected	scaffold_10	8412	8512	35.55	173.02	0.205467576
KRBOOR_323	ASIA	Infected	scaffold_10	8512	8612	33.47	173.02	0.193445844
KRBOOR_323	ASIA	Infected	scaffold_10	8612	8712	31.92	173.02	0.184487343
KRBOOR_323	ASIA	Infected	scaffold_10	8712	8812	29.17	173.02	0.168593226
KRBOOR_323	ASIA	Infected	scaffold_10	8812	8912	28.32	173.02	0.163680499
KRBOOR_323	ASIA	Infected	scaffold_10	8912	9012	30.51	173.02	0.176337996
KRBOOR_323	ASIA	Infected	scaffold_10	9012	9112	38.85	173.02	0.224540516
KRBOOR_323	ASIA	Infected	scaffold_10	9112	9212	41.55	173.02	0.240145648
KRBOOR_323	ASIA	Infected	scaffold_10	9212	9312	27.21	173.02	0.157265056
KRBOOR_323	ASIA	Infected	scaffold_10	9312	9412	29.32	173.02	0.169460178
KRBOOR_323	ASIA	Infected	scaffold_10	9412	9512	33.53	173.02	0.193792625
KRBOOR_323	ASIA	Infected	scaffold_10	9512	9612	27.31	173.02	0.157843024
KRBOOR_323	ASIA	Infected	scaffold_10	9612	9712	22.24	173.02	0.128540053
KRBOOR_323	ASIA	Infected	scaffold_10	9712	9812	26.36	173.02	0.152352329
KRBOOR_323	ASIA	Infected	scaffold_10	9812	9912	27.34	173.02	0.158016414
KRBOOR_323	ASIA	Infected	scaffold_10	9912	10012	38.19	173.02	0.220725928
KRBOOR_323	ASIA	Infected	scaffold_10	10012	10112	29.56	173.02	0.170847301
KRBOOR_323	ASIA	Infected	scaffold_10	10112	10212	9.72	173.02	0.056178476
KRBOOR_323	ASIA	Infected	scaffold_10	10212	10312	8.63	173.02	0.049878627
KRBOOR_323	ASIA	Infected	scaffold_10	10312	10341	2.172414	173.02	0.012555855
KRBOOR_323	ASIA	Infected	scaffold_10	10358	10458	1	173.02	0.005779679
KRBOOR_323	ASIA	Infected	scaffold_10	10464	10564	11.25	173.02	0.065021385
KRBOOR_323	ASIA	Infected	scaffold_10	10564	10664	25.59	173.02	0.147901977
KRBOOR_323	ASIA	Infected	scaffold_10	10664	10764	43.65	173.02	0.252282973
KRBOOR_323	ASIA	Infected	scaffold_10	10764	10864	39.34	173.02	0.227372558
KRBOOR_323	ASIA	Infected	scaffold_10	10864	10964	77.18	173.02	0.446075598
KRBOOR_323	ASIA	Infected	scaffold_10	10964	11064	38.25	173.02	0.221072708
KRBOOR_323	ASIA	Infected	scaffold_10	11064	11164	32.88	173.02	0.190035834
KRBOOR_323	ASIA	Infected	scaffold_10	11164	11264	23.93	173.02	0.13830771
KRBOOR_323	ASIA	Infected	scaffold_10	11264	11364	21.07	173.02	0.121777829
KRBOOR_323	ASIA	Infected	scaffold_10	11364	11464	16.72	173.02	0.096636227
KRBOOR_323	ASIA	Infected	scaffold_10	11464	11554	9.588889	173.02	0.055420697
KRBOOR_323	ASIA	Infected	scaffold_10	11557	11657	9.83	173.02	0.056814241
KRBOOR_323	ASIA	Infected	scaffold_10	11657	11701	4.272727	173.02	0.024694989
KRBOOR_323	ASIA	Infected	scaffold_10	11733	11833	11.37	173.02	0.065714946
KRBOOR_323	ASIA	Infected	scaffold_10	11833	11933	21.95	173.02	0.126863946
KRBOOR_323	ASIA	Infected	scaffold_10	11933	12033	18.87	173.02	0.109062536
KRBOOR_323	ASIA	Infected	scaffold_10	12033	12133	25.62	173.02	0.148075367
KRBOOR_323	ASIA	Infected	scaffold_10	12133	12233	15.82	173.02	0.091434516
KRBOOR_323	ASIA	Infected	scaffold_10	12233	12256	1.695652	173.02	0.009800324
KRBOOR_323	ASIA	Infected	scaffold_10	12265	12365	16.46	173.02	0.095133511
KRBOOR_323	ASIA	Infected	scaffold_10	12365	12464	13.868687	173.02	0.080156554
KRBOOR_323	ASIA	Infected	scaffold_10	12473	12573	13.44	173.02	0.077678881
KRBOOR_323	ASIA	Infected	scaffold_10	12573	12673	22.07	173.02	0.127557508
KRBOOR_323	ASIA	Infected	scaffold_10	12673	12773	22.9	173.02	0.132354641
KRBOOR_323	ASIA	Infected	scaffold_10	12773	12873	16	173.02	0.092474858
KRBOOR_323	ASIA	Infected	scaffold_10	12873	12973	14.61	173.02	0.084441105
KRBOOR_323	ASIA	Infected	scaffold_10	12973	13073	5.98	173.02	0.034562478
KRBOOR_323	ASIA	Infected	scaffold_10	13073	13127	3.925926	173.02	0.022690591
KRBOOR_323	ASIA	Infected	scaffold_10	13477	13577	1	173.02	0.005779679
KRBOOR_323	ASIA	Infected	scaffold_10	13577	13586	1	173.02	0.005779679
KRBOOR_323	ASIA	Infected	scaffold_10	15473	15573	19.53	173.02	0.112877124
KRBOOR_323	ASIA	Infected	scaffold_10	15573	15673	19.73	173.02	0.11403306
KRBOOR_323	ASIA	Infected	scaffold_10	15673	15773	28.65	173.02	0.165587793
KRBOOR_323	ASIA	Infected	scaffold_10	15773	15873	119.1	173.02	0.688359727
KRBOOR_323	ASIA	Infected	scaffold_10	15873	15973	129.17	173.02	0.746561091
KRBOOR_323	ASIA	Infected	scaffold_10	15973	16073	151.89	173.02	0.87787539
KRBOOR_323	ASIA	Infected	scaffold_10	16073	16173	154.42	173.02	0.892497977
KRBOOR_323	ASIA	Infected	scaffold_10	16173	16273	70.24	173.02	0.405964628
KRBOOR_323	ASIA	Infected	scaffold_10	16273	16373	191.78	173.02	1.108426771
KRBOOR_323	ASIA	Infected	scaffold_10	16373	16473	186.93	173.02	1.08039533
KRBOOR_323	ASIA	Infected	scaffold_10	16473	16573	204.25	173.02	1.180499364
KRBOOR_323	ASIA	Infected	scaffold_10	16573	16673	228.02	173.02	1.317882326
KRBOOR_323	ASIA	Infected	scaffold_10	16673	16773	198.03	173.02	1.144549763
KRBOOR_323	ASIA	Infected	scaffold_10	16773	16873	227.41	173.02	1.314356722
KRBOOR_323	ASIA	Infected	scaffold_10	16873	16973	225.23	173.02	1.301757022
KRBOOR_323	ASIA	Infected	scaffold_10	16973	17073	210.09	173.02	1.214252688
KRBOOR_323	ASIA	Infected	scaffold_10	17073	17173	193.9	173.02	1.12067969
KRBOOR_323	ASIA	Infected	scaffold_10	17173	17273	192.82	173.02	1.114437637
KRBOOR_323	ASIA	Infected	scaffold_10	17273	17373	201.12	173.02	1.16240897
KRBOOR_323	ASIA	Infected	scaffold_10	17373	17473	286.9	173.02	1.658189805
KRBOOR_323	ASIA	Infected	scaffold_10	17473	17573	365.13	173.02	2.110334065
KRBOOR_323	ASIA	Infected	scaffold_10	17573	17673	411.97	173.02	2.381054213
KRBOOR_323	ASIA	Infected	scaffold_10	17673	17773	407.51	173.02	2.355276847
KRBOOR_323	ASIA	Infected	scaffold_10	17973	18073	271.88	173.02	1.571379031
KRBOOR_323	ASIA	Infected	scaffold_10	18173	18273	373.51	173.02	2.158767773
KRBOOR_323	ASIA	Infected	scaffold_10	18273	18373	318.79	173.02	1.842503757
KRBOOR_323	ASIA	Infected	scaffold_10	18373	18473	333.22	173.02	1.92590452
KRBOOR_323	ASIA	Infected	scaffold_10	18473	18573	282.98	173.02	1.635533464
KRBOOR_323	ASIA	Infected	scaffold_10	18573	18673	329.11	173.02	1.90215004
KRBOOR_323	ASIA	Infected	scaffold_10	18673	18773	257.09	173.02	1.485897584
KRBOOR_323	ASIA	Infected	scaffold_10	18773	18873	417.44	173.02	2.412669056
KRBOOR_323	ASIA	Infected	scaffold_10	18873	18973	203.18	173.02	1.174315108
KRBOOR_323	ASIA	Infected	scaffold_10	18973	19073	40.34	173.02	0.233152237
KRBOOR_323	ASIA	Infected	scaffold_10	19073	19173	289.35	173.02	1.672350017
KRBOOR_323	ASIA	Infected	scaffold_10	19173	19273	232.7	173.02	1.344931222
KRBOOR_323	ASIA	Infected	scaffold_10	19273	19373	244.1	173.02	1.410819558
KRBOOR_323	ASIA	Infected	scaffold_10	19373	19473	243.41	173.02	1.40683158
KRBOOR_323	ASIA	Infected	scaffold_10	19473	19573	270.41	173.02	1.562882904
KRBOOR_323	ASIA	Infected	scaffold_10	19573	19673	291.96	173.02	1.687434979
KRBOOR_323	ASIA	Infected	scaffold_10	19673	19773	296.62	173.02	1.714368281
KRBOOR_323	ASIA	Infected	scaffold_10	19773	19873	304.49	173.02	1.759854352
KRBOOR_323	ASIA	Infected	scaffold_10	19873	19973	318.06	173.02	1.838284591
KRBOOR_323	ASIA	Infected	scaffold_10	19973	20073	335.25	173.02	1.937637267
KRBOOR_323	ASIA	Infected	scaffold_10	20073	20173	320.65	173.02	1.853253959
KRBOOR_323	ASIA	Infected	scaffold_10	20173	20273	291.06	173.02	1.682233268
KRBOOR_323	ASIA	Infected	scaffold_10	20273	20373	304.02	173.02	1.757137903
KRBOOR_323	ASIA	Infected	scaffold_10	20373	20473	287.65	173.02	1.662524564
KRBOOR_323	ASIA	Infected	scaffold_10	20473	20573	277.08	173.02	1.60143336
KRBOOR_323	ASIA	Infected	scaffold_10	20573	20673	280.53	173.02	1.621373252
KRBOOR_323	ASIA	Infected	scaffold_10	20673	20773	278.43	173.02	1.609235926
KRBOOR_323	ASIA	Infected	scaffold_10	20773	20873	199.96	173.02	1.155704543
KRBOOR_323	ASIA	Infected	scaffold_10	20873	20973	175.09	173.02	1.011963935
KRBOOR_323	ASIA	Infected	scaffold_10	20973	21073	312.05	173.02	1.803548723
KRBOOR_323	ASIA	Infected	scaffold_10	21073	21173	289.95	173.02	1.675817825
KRBOOR_323	ASIA	Infected	scaffold_10	21173	21273	327.94	173.02	1.895387816
KRBOOR_323	ASIA	Infected	scaffold_10	21273	21373	342.7	173.02	1.980695873
KRBOOR_323	ASIA	Infected	scaffold_10	21373	21473	329.9	173.02	1.906715987
KRBOOR_323	ASIA	Infected	scaffold_10	21473	21573	278.99	173.02	1.612472547
KRBOOR_323	ASIA	Infected	scaffold_10	21573	21673	275.48	173.02	1.592185874
KRBOOR_323	ASIA	Infected	scaffold_10	21673	21773	197.81	173.02	1.143278234
KRBOOR_323	ASIA	Infected	scaffold_10	21773	21873	144.06	173.02	0.832620506
KRBOOR_323	ASIA	Infected	scaffold_10	21873	21973	151.23	173.02	0.874060802
KRBOOR_323	ASIA	Infected	scaffold_10	21973	22073	176.5	173.02	1.020113282
KRBOOR_323	ASIA	Infected	scaffold_10	22073	22173	212.43	173.02	1.227777136
KRBOOR_323	ASIA	Infected	scaffold_10	22173	22273	234.43	173.02	1.354930066
KRBOOR_323	ASIA	Infected	scaffold_10	22273	22373	249.46	173.02	1.441798636
KRBOOR_323	ASIA	Infected	scaffold_10	22373	22473	210.29	173.02	1.215408623
KRBOOR_323	ASIA	Infected	scaffold_10	22473	22573	104.55	173.02	0.604265403
KRBOOR_323	ASIA	Infected	scaffold_10	22573	22673	139.2	173.02	0.804531268
KRBOOR_323	ASIA	Infected	scaffold_10	22673	22773	293.42	173.02	1.695873309
KRBOOR_323	ASIA	Infected	scaffold_10	22773	22873	288.33	173.02	1.666454745
KRBOOR_323	ASIA	Infected	scaffold_10	22873	22973	313.93	173.02	1.814414519
KRBOOR_323	ASIA	Infected	scaffold_10	22973	23073	300.19	173.02	1.735001734
KRBOOR_323	ASIA	Infected	scaffold_10	23073	23173	288.27	173.02	1.666107964
KRBOOR_323	ASIA	Infected	scaffold_10	23173	23273	274.16	173.02	1.584556699
KRBOOR_323	ASIA	Infected	scaffold_10	23273	23373	235.45	173.02	1.360825338
KRBOOR_323	ASIA	Infected	scaffold_10	23373	23473	218.45	173.02	1.262570801
KRBOOR_323	ASIA	Infected	scaffold_10	23473	23573	215.43	173.02	1.245116172
KRBOOR_323	ASIA	Infected	scaffold_10	23573	23673	129.6	173.02	0.749046353
KRBOOR_323	ASIA	Infected	scaffold_10	23673	23773	147.53	173.02	0.852675991
KRBOOR_323	ASIA	Infected	scaffold_10	23773	23873	158.71	173.02	0.917292799
KRBOOR_323	ASIA	Infected	scaffold_10	23873	23973	191.85	173.02	1.108831349
KRBOOR_323	ASIA	Infected	scaffold_10	23973	24073	164.75	173.02	0.952202058
KRBOOR_323	ASIA	Infected	scaffold_10	24073	24173	157.2	173.02	0.908565484
KRBOOR_323	ASIA	Infected	scaffold_10	24173	24273	140.97	173.02	0.814761299
KRBOOR_323	ASIA	Infected	scaffold_10	24273	24373	142.02	173.02	0.820829962
KRBOOR_323	ASIA	Infected	scaffold_10	24373	24473	199.83	173.02	1.154953185
KRBOOR_323	ASIA	Infected	scaffold_10	24473	24573	263.42	173.02	1.52248295
KRBOOR_323	ASIA	Infected	scaffold_10	24573	24673	266.01	173.02	1.537452318
KRBOOR_323	ASIA	Infected	scaffold_10	24673	24773	278.97	173.02	1.612356953
KRBOOR_323	ASIA	Infected	scaffold_10	24773	24873	247.74	173.02	1.431857589
KRBOOR_323	ASIA	Infected	scaffold_10	24873	24973	159.05	173.02	0.919257889
KRBOOR_323	ASIA	Infected	scaffold_10	24973	25073	211.73	173.02	1.223731361
KRBOOR_323	ASIA	Infected	scaffold_10	25073	25173	233.37	173.02	1.348803607
KRBOOR_323	ASIA	Infected	scaffold_10	25173	25273	165.52	173.02	0.95665241
KRBOOR_323	ASIA	Infected	scaffold_10	25273	25373	131.14	173.02	0.757947058
KRBOOR_323	ASIA	Infected	scaffold_10	25373	25473	124.54	173.02	0.719801179
KRBOOR_323	ASIA	Infected	scaffold_10	25473	25573	136.25	173.02	0.787481216
KRBOOR_323	ASIA	Infected	scaffold_10	25573	25673	205.65	173.02	1.188590914
KRBOOR_323	ASIA	Infected	scaffold_10	25673	25773	214.86	173.02	1.241821755
KRBOOR_323	ASIA	Infected	scaffold_10	25773	25873	347.69	173.02	2.00953647
KRBOOR_323	ASIA	Infected	scaffold_10	25873	25973	476.06	173.02	2.751473818
KRBOOR_323	ASIA	Infected	scaffold_10	26073	26173	464.31	173.02	2.683562594
KRBOOR_323	ASIA	Infected	scaffold_10	26173	26273	188.19	173.02	1.087677725
KRBOOR_323	ASIA	Infected	scaffold_10	26273	26373	246.83	173.02	1.426598081
KRBOOR_323	ASIA	Infected	scaffold_10	26373	26473	229.4	173.02	1.325858282
KRBOOR_323	ASIA	Infected	scaffold_10	26473	26573	88.84	173.02	0.513466651
KRBOOR_323	ASIA	Infected	scaffold_10	26573	26673	95.28	173.02	0.550687782
KRBOOR_323	ASIA	Infected	scaffold_10	26673	26773	130.14	173.02	0.752167379
KRBOOR_323	ASIA	Infected	scaffold_10	26773	26873	29.51	173.02	0.170558317
KRBOOR_323	ASIA	Infected	scaffold_10	26873	26973	111.46	173.02	0.644202982
KRBOOR_323	ASIA	Infected	scaffold_10	26973	27073	90.33	173.02	0.522078372
KRBOOR_323	ASIA	Infected	scaffold_10	27073	27173	117.72	173.02	0.680383771
KRBOOR_323	ASIA	Infected	scaffold_10	27173	27273	212.5	173.02	1.228181713
KRBOOR_323	ASIA	Infected	scaffold_10	27273	27373	225.49	173.02	1.303259739
KRBOOR_323	ASIA	Infected	scaffold_10	27373	27473	211.88	173.02	1.224598312
KRBOOR_323	ASIA	Infected	scaffold_10	27473	27573	123.36	173.02	0.712981158
KRBOOR_323	ASIA	Infected	scaffold_10	27573	27673	39.91	173.02	0.230666975
KRBOOR_323	ASIA	Infected	scaffold_10	27673	27773	8.57	173.02	0.049531846
KRBOOR_323	ASIA	Infected	scaffold_10	27773	27799	2.538462	173.02	0.014671495
KRBOOR_323	ASIA	Infected	scaffold_10	27811	27911	9.59	173.02	0.055427118
KRBOOR_323	ASIA	Infected	scaffold_10	27911	28011	44.49	173.02	0.257137903
KRBOOR_323	ASIA	Infected	scaffold_10	28011	28111	32.83	173.02	0.18974685
KRBOOR_323	ASIA	Infected	scaffold_10	28111	28211	36.07	173.02	0.208473009
KRBOOR_323	ASIA	Infected	scaffold_10	28211	28311	43.19	173.02	0.249624321
KRBOOR_323	ASIA	Infected	scaffold_10	28311	28411	45.43	173.02	0.262570801
KRBOOR_323	ASIA	Infected	scaffold_10	28411	28511	42.68	173.02	0.246676685
KRBOOR_323	ASIA	Infected	scaffold_10	28511	28611	45.56	173.02	0.263322159
KRBOOR_323	ASIA	Infected	scaffold_10	28611	28711	66.9	173.02	0.386660502
KRBOOR_323	ASIA	Infected	scaffold_10	28711	28811	64.31	173.02	0.371691134
KRBOOR_323	ASIA	Infected	scaffold_10	28811	28911	69.47	173.02	0.401514276
KRBOOR_323	ASIA	Infected	scaffold_10	28911	29011	31.16	173.02	0.180094787
KRBOOR_323	ASIA	Infected	scaffold_10	29011	29111	25.42	173.02	0.146919431
KRBOOR_323	ASIA	Infected	scaffold_10	29111	29126	2.133333	173.02	0.012329979
KRBOOR_323	ASIA	Infected	scaffold_10	29130	29230	18.8	173.02	0.108657959
KRBOOR_323	ASIA	Infected	scaffold_10	29230	29330	28.27	173.02	0.163391515
KRBOOR_323	ASIA	Infected	scaffold_10	29330	29430	18.33	173.02	0.10594151
KRBOOR_323	ASIA	Infected	scaffold_10	29430	29530	19.75	173.02	0.114148653
KRBOOR_323	ASIA	Infected	scaffold_10	29530	29630	4.11	173.02	0.023754479
KRBOOR_323	ASIA	Infected	scaffold_10	29630	29730	9.89	173.02	0.057161022
KRBOOR_323	ASIA	Infected	scaffold_10	29730	29830	10.89	173.02	0.0629407
KRBOOR_323	ASIA	Infected	scaffold_10	29830	29930	16.34	173.02	0.094439949
KRBOOR_323	ASIA	Infected	scaffold_10	29930	30030	32.66	173.02	0.188764305
KRBOOR_323	ASIA	Infected	scaffold_10	30030	30130	37.07	173.02	0.214252688
KRBOOR_323	ASIA	Infected	scaffold_10	30130	30230	16.98	173.02	0.098138943
KRBOOR_323	ASIA	Infected	scaffold_10	30230	30330	13.96	173.02	0.080684314
KRBOOR_323	ASIA	Infected	scaffold_10	30330	30430	34.23	173.02	0.1978384
KRBOOR_323	ASIA	Infected	scaffold_10	30430	30530	19.87	173.02	0.114842215
KRBOOR_323	ASIA	Infected	scaffold_10	30530	30630	19.98	173.02	0.115477979
KRBOOR_323	ASIA	Infected	scaffold_10	30630	30730	49.29	173.02	0.284880361
KRBOOR_323	ASIA	Infected	scaffold_10	30730	30830	27.07	173.02	0.156455901
KRBOOR_323	ASIA	Infected	scaffold_10	30830	30930	39.23	173.02	0.226736793
KRBOOR_323	ASIA	Infected	scaffold_10	30930	31030	41.5	173.02	0.239856664
KRBOOR_323	ASIA	Infected	scaffold_10	31030	31130	39.79	173.02	0.229973413
KRBOOR_323	ASIA	Infected	scaffold_10	31130	31230	13.88	173.02	0.08022194
KRBOOR_323	ASIA	Infected	scaffold_10	31230	31330	10.83	173.02	0.06259392
KRBOOR_323	ASIA	Infected	scaffold_10	31330	31421	2.626374	173.02	0.015179598
KRBOOR_323	ASIA	Infected	scaffold_10	31430	31530	13.96	173.02	0.080684314
KRBOOR_323	ASIA	Infected	scaffold_10	31530	31630	27.47	173.02	0.158767773
KRBOOR_323	ASIA	Infected	scaffold_10	31630	31730	38.07	173.02	0.220032366
KRBOOR_323	ASIA	Infected	scaffold_10	31730	31830	32.38	173.02	0.187145995
KRBOOR_323	ASIA	Infected	scaffold_10	31830	31930	48.55	173.02	0.280603398
KRBOOR_323	ASIA	Infected	scaffold_10	31930	32030	86.78	173.02	0.501560513
KRBOOR_323	ASIA	Infected	scaffold_10	32030	32130	29.5	173.02	0.17050052
KRBOOR_323	ASIA	Infected	scaffold_10	32130	32230	41.75	173.02	0.241301584
KRBOOR_323	ASIA	Infected	scaffold_10	32230	32330	18.81	173.02	0.108715755
KRBOOR_323	ASIA	Infected	scaffold_10	32330	32398	13.911765	173.02	0.080405531
KRBOOR_323	ASIA	Infected	scaffold_10	32502	32602	1	173.02	0.005779679
KRBOOR_323	ASIA	Infected	scaffold_10	32630	32730	7.84	173.02	0.045312681
KRBOOR_323	ASIA	Infected	scaffold_10	32730	32830	6.57	173.02	0.037972489
KRBOOR_323	ASIA	Infected	scaffold_10	32830	32930	11.31	173.02	0.065368166
KRBOOR_323	ASIA	Infected	scaffold_10	32930	33030	18.55	173.02	0.107213039
KRBOOR_323	ASIA	Infected	scaffold_10	33030	33130	4.7	173.02	0.02716449
KRBOOR_323	ASIA	Infected	scaffold_10	33130	33230	9.86	173.02	0.056987631
KRBOOR_323	ASIA	Infected	scaffold_10	33230	33330	17.23	173.02	0.099583863
KRBOOR_323	ASIA	Infected	scaffold_10	33330	33430	33.66	173.02	0.194543983
KRBOOR_323	ASIA	Infected	scaffold_10	33430	33530	13.28	173.02	0.076754132
KRBOOR_323	ASIA	Infected	scaffold_10	33530	33630	29.94	173.02	0.173043579
KRBOOR_323	ASIA	Infected	scaffold_10	33630	33730	41.17	173.02	0.23794937
KRBOOR_323	ASIA	Infected	scaffold_10	33730	33830	45.42	173.02	0.262513004
KRBOOR_323	ASIA	Infected	scaffold_10	33830	33930	55.62	173.02	0.321465727
KRBOOR_323	ASIA	Infected	scaffold_10	33930	33944	13.785714	173.02	0.079676997
KRBOOR_323	ASIA	Infected	scaffold_10	33956	34056	46.34	173.02	0.267830309
KRBOOR_323	ASIA	Infected	scaffold_10	34056	34156	72.55	173.02	0.419315686
KRBOOR_323	ASIA	Infected	scaffold_10	34156	34256	52.69	173.02	0.304531268
KRBOOR_323	ASIA	Infected	scaffold_10	34256	34356	71.3	173.02	0.412091088
KRBOOR_323	ASIA	Infected	scaffold_10	34356	34456	163.33	173.02	0.943994914
KRBOOR_323	ASIA	Infected	scaffold_10	34456	34556	116.91	173.02	0.675702231
KRBOOR_323	ASIA	Infected	scaffold_10	34556	34656	138.12	173.02	0.798289215
KRBOOR_323	ASIA	Infected	scaffold_10	34656	34756	67.39	173.02	0.389492544
KRBOOR_323	ASIA	Infected	scaffold_10	34756	34856	61.08	173.02	0.353022772
KRBOOR_323	ASIA	Infected	scaffold_10	34856	34956	26.39	173.02	0.15252572
KRBOOR_323	ASIA	Infected	scaffold_10	34956	35056	35.61	173.02	0.205814357
KRBOOR_323	ASIA	Infected	scaffold_10	35056	35156	32.19	173.02	0.186047856
KRBOOR_323	ASIA	Infected	scaffold_10	35156	35256	91.53	173.02	0.529013987
KRBOOR_323	ASIA	Infected	scaffold_10	35256	35356	128.21	173.02	0.7410126
KRBOOR_323	ASIA	Infected	scaffold_10	35356	35456	172.72	173.02	0.998266096
KRBOOR_323	ASIA	Infected	scaffold_10	35456	35556	63.39	173.02	0.36637383
KRBOOR_323	ASIA	Infected	scaffold_10	35556	35656	56.91	173.02	0.328921512
KRBOOR_323	ASIA	Infected	scaffold_10	35656	35756	16.53	173.02	0.095538088
KRBOOR_323	ASIA	Infected	scaffold_10	35756	35856	12.77	173.02	0.073806496
KRBOOR_323	ASIA	Infected	scaffold_10	35856	35956	2.37	173.02	0.013697838
KRBOOR_323	ASIA	Infected	scaffold_10	35956	36056	2.3	173.02	0.013293261
KRBOOR_323	ASIA	Infected	scaffold_10	36056	36106	2.62	173.02	0.015142758
KRBOOR_323	ASIA	Infected	scaffold_10	36217	36317	4.35	173.02	0.025141602
KRBOOR_323	ASIA	Infected	scaffold_10	36317	36417	4.51	173.02	0.026066351
KRBOOR_323	ASIA	Infected	scaffold_10	36417	36517	54.84	173.02	0.316957577
MAD_FR	GPL	Infected	scaffold_10	1	54	27.113208	104.75	0.258837308
MAD_FR	GPL	Infected	scaffold_10	60	139	6.050633	104.75	0.057762606
MAD_FR	GPL	Infected	scaffold_10	231	279	1	104.75	0.009546539
MAD_FR	GPL	Infected	scaffold_10	287	387	14.63	104.75	0.139665871
MAD_FR	GPL	Infected	scaffold_10	387	487	12.48	104.75	0.119140811
MAD_FR	GPL	Infected	scaffold_10	487	503	2.8125	104.75	0.026849642
MAD_FR	GPL	Infected	scaffold_10	520	620	25.17	104.75	0.240286396
MAD_FR	GPL	Infected	scaffold_10	620	720	34.71	104.75	0.331360382
MAD_FR	GPL	Infected	scaffold_10	720	820	15.7	104.75	0.149880668
MAD_FR	GPL	Infected	scaffold_10	820	920	6.39	104.75	0.061002387
MAD_FR	GPL	Infected	scaffold_10	920	1020	13.65	104.75	0.130310263
MAD_FR	GPL	Infected	scaffold_10	1020	1098	14.038462	104.75	0.13401873
MAD_FR	GPL	Infected	scaffold_10	1193	1243	1.9	104.75	0.018138425
MAD_FR	GPL	Infected	scaffold_10	1252	1352	16.72	104.75	0.159618138
MAD_FR	GPL	Infected	scaffold_10	1352	1452	10.74	104.75	0.102529833
MAD_FR	GPL	Infected	scaffold_10	1452	1552	10.09	104.75	0.096324582
MAD_FR	GPL	Infected	scaffold_10	1552	1652	3.71	104.75	0.035417661
MAD_FR	GPL	Infected	scaffold_10	1652	1665	2.846154	104.75	0.027170921
