Strain	Lineage	BddV1	scaffold_10	start	end	coverage	Average_NCL	Coverage/AverageNCL
CCB1	CAPE	Infected	scaffold_10	302886	303886	80.061	75.13	1.065632903
CCB1	CAPE	Infected	scaffold_10	303886	304886	89.065	75.13	1.185478504
CCB1	CAPE	Infected	scaffold_10	304886	305886	68.914	75.13	0.91726341
CCB1	CAPE	Infected	scaffold_10	305886	306886	70.452	75.13	0.937734593
CCB1	CAPE	Infected	scaffold_10	306886	307886	98.001	75.13	1.304419007
CCB1	CAPE	Infected	scaffold_10	307886	308886	81.155	75.13	1.08019433
CCB1	CAPE	Infected	scaffold_10	308886	309886	75.107	75.13	0.999693864
CCB1	CAPE	Infected	scaffold_10	309886	310886	79.446	75.13	1.057447092
CCB1	CAPE	Infected	scaffold_10	310886	311886	89.887	75.13	1.196419539
CCB1	CAPE	Infected	scaffold_10	311886	312886	81.338	75.13	1.082630108
CCB1	CAPE	Infected	scaffold_10	312886	313886	76.461	75.13	1.017715959
CCB1	CAPE	Infected	scaffold_10	313886	314886	71.995	75.13	0.958272328
CCB1	CAPE	Infected	scaffold_10	314886	315886	65.971	75.13	0.878091308
CCB1	CAPE	Infected	scaffold_10	315886	316886	80.355	75.13	1.06954612
CCB1	CAPE	Infected	scaffold_10	316886	317886	77.117	75.13	1.026447491
CCB1	CAPE	Infected	scaffold_10	317886	318886	86.659	75.13	1.153454013
CCB1	CAPE	Infected	scaffold_10	318886	319886	76.141	75.13	1.013456675
CCB1	CAPE	Infected	scaffold_10	319886	320886	75.373	75.13	1.003234394
CCB1	CAPE	Infected	scaffold_10	320886	321886	88.228	75.13	1.174337814
CCB1	CAPE	Infected	scaffold_10	321886	322886	73.797	75.13	0.98225742
CCB1	CAPE	Infected	scaffold_10	322886	323886	90.384	75.13	1.20303474
CCB1	CAPE	Infected	scaffold_10	323886	324886	90.843	75.13	1.20914415
CCB1	CAPE	Infected	scaffold_10	324886	325886	85.282	75.13	1.135125782
CCB1	CAPE	Infected	scaffold_10	325886	326886	77.952	75.13	1.03756156
CCB1	CAPE	Infected	scaffold_10	326886	327886	82.625	75.13	1.099760415
CCB1	CAPE	Infected	scaffold_10	327886	328886	83.593	75.13	1.112644749
CCB1	CAPE	Infected	scaffold_10	328886	329886	81.846	75.13	1.089391721
CCB1	CAPE	Infected	scaffold_10	329886	330886	91.86	75.13	1.222680687
CCB1	CAPE	Infected	scaffold_10	330886	331886	71.642	75.13	0.953573805
CCB1	CAPE	Infected	scaffold_10	331886	332886	80.055	75.13	1.065553041
CCB1	CAPE	Infected	scaffold_10	332886	333886	80.602	75.13	1.072833755
CCB1	CAPE	Infected	scaffold_10	333886	334886	77.768	75.13	1.035112472
CCB1	CAPE	Infected	scaffold_10	334886	335886	74.082	75.13	0.986050845
CCB1	CAPE	Infected	scaffold_10	335886	336886	84.994	75.13	1.131292426
CCB1	CAPE	Infected	scaffold_10	336886	337886	76.05	75.13	1.012245441
CCB1	CAPE	Infected	scaffold_10	337886	338886	84.356	75.13	1.122800479
CCB1	CAPE	Infected	scaffold_10	338886	339886	83.136	75.13	1.106561959
CCB1	CAPE	Infected	scaffold_10	339886	340886	76.61	75.13	1.019699188
CCB1	CAPE	Infected	scaffold_10	340886	341886	79.614	75.13	1.059683216
CCB1	CAPE	Infected	scaffold_10	341886	342886	83.225	75.13	1.107746573
CCB1	CAPE	Infected	scaffold_10	342886	343886	67.195	75.13	0.894383069
CCB1	CAPE	Infected	scaffold_10	343886	344886	80.156	75.13	1.066897378
CCB1	CAPE	Infected	scaffold_10	344886	345886	79.513	75.13	1.058338879
CCB1	CAPE	Infected	scaffold_10	345886	346886	73.622	75.13	0.979928125
CCB1	CAPE	Infected	scaffold_10	346886	347886	80.443	75.13	1.070717423
CCB1	CAPE	Infected	scaffold_10	347886	348886	81.626	75.13	1.086463463
CCB1	CAPE	Infected	scaffold_10	348886	349886	89.026	75.13	1.184959404
CCB1	CAPE	Infected	scaffold_10	349886	350886	83.445	75.13	1.11067483
CCB1	CAPE	Infected	scaffold_10	350886	351886	70.106	75.13	0.933129243
CCB1	CAPE	Infected	scaffold_10	351886	352886	84.013	75.13	1.118235059
CCB1	CAPE	Infected	scaffold_10	352886	353886	84.258	75.13	1.121496073
CCB1	CAPE	Infected	scaffold_10	353886	354886	82.874	75.13	1.103074671
CCB1	CAPE	Infected	scaffold_10	354886	355886	85.728	75.13	1.141062159
CCB1	CAPE	Infected	scaffold_10	355886	356886	87.036	75.13	1.158471982
CCB1	CAPE	Infected	scaffold_10	356886	357886	86.215	75.13	1.147544257
CCB1	CAPE	Infected	scaffold_10	357886	358886	87.447	75.13	1.1639425
CCB1	CAPE	Infected	scaffold_10	358886	359886	84.334	75.13	1.122507653
CCB1	CAPE	Infected	scaffold_10	359886	360886	81.85	75.13	1.089444962
CCB1	CAPE	Infected	scaffold_10	360886	361886	70.757	75.13	0.941794223
CCB1	CAPE	Infected	scaffold_10	361886	362886	80.712	75.13	1.074297884
CCB1	CAPE	Infected	scaffold_10	362886	363886	85.069	75.13	1.132290696
CCB1	CAPE	Infected	scaffold_10	363886	364886	88.786	75.13	1.181764941
CCB1	CAPE	Infected	scaffold_10	364886	365886	78.885	75.13	1.049980035
CCB1	CAPE	Infected	scaffold_10	365886	366886	85.029	75.13	1.131758286
CCB1	CAPE	Infected	scaffold_10	366886	367886	71.807	75.13	0.955769999
CCB1	CAPE	Infected	scaffold_10	367886	368886	84.201	75.13	1.120737389
CCB1	CAPE	Infected	scaffold_10	368886	369886	73.721	75.13	0.981245841
CCB1	CAPE	Infected	scaffold_10	369886	370886	79.199	75.13	1.054159457
CCB1	CAPE	Infected	scaffold_10	370886	371886	84.572	75.13	1.125675496
CCB1	CAPE	Infected	scaffold_10	371886	372886	75.179	75.13	1.000652203
CCB1	CAPE	Infected	scaffold_10	372886	373886	83.391	75.13	1.109956076
CCB1	CAPE	Infected	scaffold_10	373886	374886	77.712	75.13	1.034367097
CCB1	CAPE	Infected	scaffold_10	374886	375886	71.852	75.13	0.95636896
CCB1	CAPE	Infected	scaffold_10	375886	376886	68.478	75.13	0.911460136
CCB1	CAPE	Infected	scaffold_10	376886	377886	80.588	75.13	1.072647411
CCB1	CAPE	Infected	scaffold_10	377886	378886	88.665	75.13	1.180154399
CCB1	CAPE	Infected	scaffold_10	378886	379886	77.942	75.13	1.037428457
CCB1	CAPE	Infected	scaffold_10	379886	380886	85.299	75.13	1.135352056
CCB1	CAPE	Infected	scaffold_10	380886	381886	83.688	75.13	1.113909224
CCB1	CAPE	Infected	scaffold_10	381886	382886	73.473	75.13	0.977944896
CCB1	CAPE	Infected	scaffold_10	382886	383886	76.997	75.13	1.02485026
CCB1	CAPE	Infected	scaffold_10	383886	384886	78.855	75.13	1.049580727
CCB1	CAPE	Infected	scaffold_10	384886	385886	82.787	75.13	1.101916678
CCB1	CAPE	Infected	scaffold_10	385886	386886	73.494	75.13	0.978224411
CCB1	CAPE	Infected	scaffold_10	386886	387886	75.796	75.13	1.008864635
CCB1	CAPE	Infected	scaffold_10	387886	388886	83.164	75.13	1.106934647
CCB1	CAPE	Infected	scaffold_10	388886	389886	78.438	75.13	1.044030347
CCB1	CAPE	Infected	scaffold_10	389886	390886	82.105	75.13	1.092839079
CCB1	CAPE	Infected	scaffold_10	390886	391886	73.869	75.13	0.983215759
CCB1	CAPE	Infected	scaffold_10	391886	392886	41.868	75.13	0.557274058
CCB1	CAPE	Infected	scaffold_10	392886	393886	57.988	75.13	0.771835485
CCB1	CAPE	Infected	scaffold_10	393886	394886	46.572	75.13	0.619885532
CCB1	CAPE	Infected	scaffold_10	394886	395886	89.745	75.13	1.194529482
CCB1	CAPE	Infected	scaffold_10	395886	396886	102.787	75.13	1.368121922
CCB1	CAPE	Infected	scaffold_10	396886	397886	68.61	75.13	0.91321709
CCB1	CAPE	Infected	scaffold_10	397886	398886	79.587	75.13	1.059323839
CCB1	CAPE	Infected	scaffold_10	398886	399886	73.033	75.13	0.97208838
CCB1	CAPE	Infected	scaffold_10	399886	400886	77.543	75.13	1.032117663
CCB1	CAPE	Infected	scaffold_10	400886	401886	70.091	75.13	0.932929589
CCB1	CAPE	Infected	scaffold_10	401886	402886	82.305	75.13	1.095501131
CCB1	CAPE	Infected	scaffold_10	402886	403886	79.509	75.13	1.058285638
CCB1	CAPE	Infected	scaffold_10	403886	404886	86.273	75.13	1.148316252
CCB1	CAPE	Infected	scaffold_10	404886	405886	84.727	75.13	1.127738586
CCB1	CAPE	Infected	scaffold_10	405886	406886	78.776	75.13	1.048529216
CCB1	CAPE	Infected	scaffold_10	406886	407886	78.593	75.13	1.046093438
CCB1	CAPE	Infected	scaffold_10	407886	408886	81.704	75.13	1.087501664
CCB1	CAPE	Infected	scaffold_10	408886	409886	104.31	75.13	1.388393451
CCB1	CAPE	Infected	scaffold_10	409886	410886	73.454	75.13	0.977692001
CCB1	CAPE	Infected	scaffold_10	410886	411886	78.401	75.13	1.043537868
CCB1	CAPE	Infected	scaffold_10	411886	412886	71.125	75.13	0.9466924
CCB1	CAPE	Infected	scaffold_10	412886	413886	82.705	75.13	1.100825236
CCB1	CAPE	Infected	scaffold_10	413886	414886	81.44	75.13	1.083987755
CCB1	CAPE	Infected	scaffold_10	414886	415886	79.928	75.13	1.063862638
CCB1	CAPE	Infected	scaffold_10	415886	416886	77.486	75.13	1.031358978
CCB1	CAPE	Infected	scaffold_10	416886	417886	78.775	75.13	1.048515906
CCB1	CAPE	Infected	scaffold_10	417886	418886	79.986	75.13	1.064634633
CCB1	CAPE	Infected	scaffold_10	418886	419886	73.264	75.13	0.975163051
CCB1	CAPE	Infected	scaffold_10	419886	420886	82.068	75.13	1.092346599
CCB1	CAPE	Infected	scaffold_10	420886	421029	64.062937	75.13	0.85269449
CCB1	CAPE	Infected	scaffold_10	421076	422076	34.642	75.13	0.461094104
CCB1	CAPE	Infected	scaffold_10	422076	423076	28.198	75.13	0.375322774
CCB1	CAPE	Infected	scaffold_10	423076	423126	8.28	75.13	0.110208971
CCB1	CAPE	Infected	scaffold_10	423142	424142	75.819	75.13	1.009170771
CCB1	CAPE	Infected	scaffold_10	424142	425142	59.901	75.13	0.797298017
CCB1	CAPE	Infected	scaffold_10	425142	426142	66.89	75.13	0.890323439
CCB1	CAPE	Infected	scaffold_10	426142	427142	128.884	75.13	1.715479835
CCB1	CAPE	Infected	scaffold_10	427142	428142	51.767	75.13	0.689032344
CCB1	CAPE	Infected	scaffold_10	428142	429065	20.705309	75.13	0.275593092
CCB1	CAPE	Infected	scaffold_10	429130	429390	8.692308	75.13	0.115696899
CCB1	CAPE	Infected	scaffold_10	429502	429864	12.168508	75.13	0.161966032
CCB1	CAPE	Infected	scaffold_10	429901	430901	17.864	75.13	0.237774524
CCB1	CAPE	Infected	scaffold_10	430901	431901	31.259	75.13	0.416065486
CCB1	CAPE	Infected	scaffold_10	431901	432266	29.775342	75.13	0.396317609
CCB1	CAPE	Infected	scaffold_10	432308	432935	17.539075	75.13	0.233449687
CCB1	CAPE	Infected	scaffold_10	432945	433945	87.451	75.13	1.163995741
CCB1	CAPE	Infected	scaffold_10	433945	434945	50.285	75.13	0.669306535
CCB1	CAPE	Infected	scaffold_10	434945	435022	14	75.13	0.186343671
CCB1	CAPE	Infected	scaffold_10	435034	436034	56.893	75.13	0.757260748
CCB1	CAPE	Infected	scaffold_10	436034	436948	39.177243	75.13	0.521459377
CCB1	CAPE	Infected	scaffold_10	436978	437851	16.054983	75.13	0.213696034
CCB1	CAPE	Infected	scaffold_10	438225	439225	28.095	75.13	0.373951817
CCB1	CAPE	Infected	scaffold_10	439225	439414	3.391534	75.13	0.045142207
CCB1	CAPE	Infected	scaffold_10	439445	440231	13.667939	75.13	0.181923852
CCB1	CAPE	Infected	scaffold_10	440252	441252	21.49	75.13	0.286037535
CCB1	CAPE	Infected	scaffold_10	441252	442252	53.985	75.13	0.718554506
CCB1	CAPE	Infected	scaffold_10	442252	443252	61.598	75.13	0.819885532
CCB1	CAPE	Infected	scaffold_10	443252	443762	18.935294	75.13	0.252033728
CCB1	CAPE	Infected	scaffold_10	443774	444774	30.416	75.13	0.404844935
CCB1	CAPE	Infected	scaffold_10	444774	445774	89.437	75.13	1.190429921
CCB1	CAPE	Infected	scaffold_10	445774	446774	164.525	75.13	2.18987089
CCB1	CAPE	Infected	scaffold_10	446774	447774	82.993	75.13	1.104658592
CCB1	CAPE	Infected	scaffold_10	447774	448774	85.756	75.13	1.141434846
CCB1	CAPE	Infected	scaffold_10	448774	449774	89.596	75.13	1.192546253
CCB1	CAPE	Infected	scaffold_10	449774	450774	80.559	75.13	1.072261414
CCB1	CAPE	Infected	scaffold_10	450774	451774	79.981	75.13	1.064568082
CCB1	CAPE	Infected	scaffold_10	451774	452774	85.321	75.13	1.135644882
CCB1	CAPE	Infected	scaffold_10	452774	453774	82.739	75.13	1.101277785
CCB1	CAPE	Infected	scaffold_10	453774	454774	69.683	75.13	0.927499002
CCB1	CAPE	Infected	scaffold_10	454774	455774	74.187	75.13	0.987448423
CCB1	CAPE	Infected	scaffold_10	455774	456774	78.48	75.13	1.044589378
CCB1	CAPE	Infected	scaffold_10	456774	457774	82.069	75.13	1.092359909
CCB1	CAPE	Infected	scaffold_10	457774	458774	79.641	75.13	1.060042593
CCB1	CAPE	Infected	scaffold_10	458774	459774	77.271	75.13	1.028497271
CCB1	CAPE	Infected	scaffold_10	459774	460774	78.158	75.13	1.040303474
CCB1	CAPE	Infected	scaffold_10	460774	461774	80.22	75.13	1.067749235
CCB1	CAPE	Infected	scaffold_10	461774	462774	78.487	75.13	1.04468255
CCB1	CAPE	Infected	scaffold_10	462774	463774	84.999	75.13	1.131358978
CCB1	CAPE	Infected	scaffold_10	463774	464774	83.875	75.13	1.116398243
CCB1	CAPE	Infected	scaffold_10	464774	465774	76.417	75.13	1.017130307
CCB1	CAPE	Infected	scaffold_10	465774	466774	83.475	75.13	1.111074138
CCB1	CAPE	Infected	scaffold_10	466774	467774	87.127	75.13	1.159683216
CCB1	CAPE	Infected	scaffold_10	467774	468774	78.693	75.13	1.047424464
CCB1	CAPE	Infected	scaffold_10	468774	469774	83.735	75.13	1.114534806
CCB1	CAPE	Infected	scaffold_10	469774	470774	80.062	75.13	1.065646213
CCB1	CAPE	Infected	scaffold_10	470774	471774	83.219	75.13	1.107666711
CCB1	CAPE	Infected	scaffold_10	471774	472774	82.627	75.13	1.099787036
CCB1	CAPE	Infected	scaffold_10	472774	473774	76.485	75.13	1.018035405
CCB1	CAPE	Infected	scaffold_10	473774	474774	83.093	75.13	1.105989618
CCB1	CAPE	Infected	scaffold_10	474774	475774	84.436	75.13	1.1238653
CCB1	CAPE	Infected	scaffold_10	475774	476774	76.883	75.13	1.02333289
CCB1	CAPE	Infected	scaffold_10	476774	477774	75.787	75.13	1.008744842
CCB1	CAPE	Infected	scaffold_10	477774	478774	87.085	75.13	1.159124185
CCB1	CAPE	Infected	scaffold_10	478774	479774	81.372	75.13	1.083082657
CCB1	CAPE	Infected	scaffold_10	479774	480774	79.258	75.13	1.054944762
CCB1	CAPE	Infected	scaffold_10	480774	481774	76.042	75.13	1.012138959
CCB1	CAPE	Infected	scaffold_10	481774	482774	80.868	75.13	1.076374285
CCB1	CAPE	Infected	scaffold_10	482774	483774	77.604	75.13	1.032929589
CCB1	CAPE	Infected	scaffold_10	483774	484774	77.901	75.13	1.036882737
CCB1	CAPE	Infected	scaffold_10	484774	485774	80.855	75.13	1.076201251
CCB1	CAPE	Infected	scaffold_10	485774	486774	74.397	75.13	0.990243578
CCB1	CAPE	Infected	scaffold_10	486774	487774	82.188	75.13	1.093943831
CCB1	CAPE	Infected	scaffold_10	487774	488774	84.259	75.13	1.121509384
CCB1	CAPE	Infected	scaffold_10	488774	489774	73.746	75.13	0.981578597
CCB1	CAPE	Infected	scaffold_10	489774	490774	75.54	75.13	1.005457208
CCB1	CAPE	Infected	scaffold_10	490774	491774	85.716	75.13	1.140902436
CCB1	CAPE	Infected	scaffold_10	491774	492774	81.292	75.13	1.082017836
CCB1	CAPE	Infected	scaffold_10	492774	493774	70.107	75.13	0.933142553
CCB1	CAPE	Infected	scaffold_10	493774	494774	82.014	75.13	1.091627845
CCB1	CAPE	Infected	scaffold_10	494774	495774	80.763	75.13	1.074976707
CCB1	CAPE	Infected	scaffold_10	495774	496774	74.085	75.13	0.986090776
CCB1	CAPE	Infected	scaffold_10	496774	497774	83.52	75.13	1.1116731
CCB1	CAPE	Infected	scaffold_10	497774	498774	88.523	75.13	1.178264342
CCB1	CAPE	Infected	scaffold_10	498774	499774	80.082	75.13	1.065912418
CCB1	CAPE	Infected	scaffold_10	499774	500774	78.03	75.13	1.03859976
CCB1	CAPE	Infected	scaffold_10	500774	501774	73.21	75.13	0.974444297
CCB1	CAPE	Infected	scaffold_10	501774	502774	75.912	75.13	1.010408625
CCB1	CAPE	Infected	scaffold_10	502774	503774	79.693	75.13	1.060734726
CCB1	CAPE	Infected	scaffold_10	503774	504774	83.71	75.13	1.11420205
CCB1	CAPE	Infected	scaffold_10	504774	505774	74.002	75.13	0.984986024
CCB1	CAPE	Infected	scaffold_10	505774	506774	76.886	75.13	1.02337282
CCB1	CAPE	Infected	scaffold_10	506774	507774	80.706	75.13	1.074218022
CCB1	CAPE	Infected	scaffold_10	507774	508774	86.325	75.13	1.149008385
CCB1	CAPE	Infected	scaffold_10	508774	509774	83.207	75.13	1.107506988
CCB1	CAPE	Infected	scaffold_10	509774	510774	72.446	75.13	0.964275256
CCB1	CAPE	Infected	scaffold_10	510774	511774	82.705	75.13	1.100825236
CCB1	CAPE	Infected	scaffold_10	511774	512774	87.604	75.13	1.166032211
CCB1	CAPE	Infected	scaffold_10	512774	513774	72.547	75.13	0.965619593
CCB1	CAPE	Infected	scaffold_10	513774	514774	80.097	75.13	1.066112072
CCB1	CAPE	Infected	scaffold_10	514774	515774	75.296	75.13	1.002209504
CCB1	CAPE	Infected	scaffold_10	515774	516774	86.069	75.13	1.145600958
CCB1	CAPE	Infected	scaffold_10	516774	517774	82.337	75.13	1.09592706
CCB1	CAPE	Infected	scaffold_10	517774	518774	76.964	75.13	1.024411021
CCB1	CAPE	Infected	scaffold_10	518774	519774	82.367	75.13	1.096326368
CCB1	CAPE	Infected	scaffold_10	519774	520774	82.532	75.13	1.098522561
CCB1	CAPE	Infected	scaffold_10	520774	521774	80.908	75.13	1.076906695
CCB1	CAPE	Infected	scaffold_10	521774	522774	74.275	75.13	0.988619726
CCB1	CAPE	Infected	scaffold_10	522774	523774	73.359	75.13	0.976427526
CCB1	CAPE	Infected	scaffold_10	523774	524774	85.07	75.13	1.132304006
CCB1	CAPE	Infected	scaffold_10	524774	525774	81.614	75.13	1.08630374
CCB1	CAPE	Infected	scaffold_10	525774	526774	84.192	75.13	1.120617596
CCB1	CAPE	Infected	scaffold_10	526774	527774	85.282	75.13	1.135125782
CCB1	CAPE	Infected	scaffold_10	527774	528774	79.26	75.13	1.054971383
CCB1	CAPE	Infected	scaffold_10	528774	529774	86.589	75.13	1.152522295
CCB1	CAPE	Infected	scaffold_10	529774	530774	81.807	75.13	1.088872621
CCB1	CAPE	Infected	scaffold_10	530774	531774	79.483	75.13	1.057939571
CCB1	CAPE	Infected	scaffold_10	531774	532774	82.418	75.13	1.097005191
CCB1	CAPE	Infected	scaffold_10	532774	533774	70.797	75.13	0.942326634
CCB1	CAPE	Infected	scaffold_10	533774	534774	79.681	75.13	1.060575003
CCB1	CAPE	Infected	scaffold_10	534774	535774	76.877	75.13	1.023253028
CCB1	CAPE	Infected	scaffold_10	535774	536774	84.57	75.13	1.125648875
CCB1	CAPE	Infected	scaffold_10	536774	537774	81.081	75.13	1.07920937
CCB1	CAPE	Infected	scaffold_10	537774	538774	85.334	75.13	1.135817916
CCB1	CAPE	Infected	scaffold_10	538774	539774	78.612	75.13	1.046346333
CCB1	CAPE	Infected	scaffold_10	539774	540774	77.153	75.13	1.02692666
CCB1	CAPE	Infected	scaffold_10	540774	541774	73.23	75.13	0.974710502
CCB1	CAPE	Infected	scaffold_10	541774	542774	77.536	75.13	1.032024491
CCB1	CAPE	Infected	scaffold_10	542774	543774	86.009	75.13	1.144802343
CCB1	CAPE	Infected	scaffold_10	543774	544774	66.452	75.13	0.884493545
CCB1	CAPE	Infected	scaffold_10	544774	545774	80.787	75.13	1.075296153
CCB1	CAPE	Infected	scaffold_10	545774	546774	74.272	75.13	0.988579795
CCB1	CAPE	Infected	scaffold_10	546774	547774	79.074	75.13	1.052495674
CCB1	CAPE	Infected	scaffold_10	547774	548774	75.308	75.13	1.002369227
CCB1	CAPE	Infected	scaffold_10	548774	549774	82.988	75.13	1.10459204
CCB1	CAPE	Infected	scaffold_10	549774	550774	77.73	75.13	1.034606682
CCB1	CAPE	Infected	scaffold_10	550774	551774	73.743	75.13	0.981538666
CCB1	CAPE	Infected	scaffold_10	551774	552774	71.952	75.13	0.957699987
CCB1	CAPE	Infected	scaffold_10	552774	553774	81.852	75.13	1.089471583
CCB1	CAPE	Infected	scaffold_10	553774	554774	83.236	75.13	1.107892985
CCB1	CAPE	Infected	scaffold_10	554774	555774	84.882	75.13	1.129801677
CCB1	CAPE	Infected	scaffold_10	555774	556774	72.899	75.13	0.970304805
CCB1	CAPE	Infected	scaffold_10	556774	557774	83.145	75.13	1.106681752
CCB1	CAPE	Infected	scaffold_10	557774	558774	79.145	75.13	1.053440703
CCB1	CAPE	Infected	scaffold_10	558774	559774	76.581	75.13	1.01931319
CCB1	CAPE	Infected	scaffold_10	559774	560774	84.421	75.13	1.123665646
CCB1	CAPE	Infected	scaffold_10	560774	561774	78.836	75.13	1.049327832
CCB1	CAPE	Infected	scaffold_10	561774	562774	86.416	75.13	1.150219619
CCB1	CAPE	Infected	scaffold_10	562774	563774	77.685	75.13	1.03400772
CCB1	CAPE	Infected	scaffold_10	563774	564774	75.371	75.13	1.003207773
CCB1	CAPE	Infected	scaffold_10	564774	565774	86.416	75.13	1.150219619
CCB1	CAPE	Infected	scaffold_10	565774	566774	80.185	75.13	1.067283375
CCB1	CAPE	Infected	scaffold_10	566774	567774	72.986	75.13	0.971462798
CCB1	CAPE	Infected	scaffold_10	567774	568774	81.351	75.13	1.082803141
CCB1	CAPE	Infected	scaffold_10	568774	569774	81.423	75.13	1.08376148
CCB1	CAPE	Infected	scaffold_10	569774	570774	72.387	75.13	0.963489951
CCB1	CAPE	Infected	scaffold_10	570774	571774	80.827	75.13	1.075828564
CCB1	CAPE	Infected	scaffold_10	571774	572774	74.965	75.13	0.997803807
CCB1	CAPE	Infected	scaffold_10	572774	573774	80.842	75.13	1.076028218
CCB1	CAPE	Infected	scaffold_10	573774	574774	83.858	75.13	1.116171969
CCB1	CAPE	Infected	scaffold_10	574774	575774	72.131	75.13	0.960082524
CCB1	CAPE	Infected	scaffold_10	575774	576774	83.614	75.13	1.112924265
CCB1	CAPE	Infected	scaffold_10	576774	577774	70.897	75.13	0.94365766
CCB1	CAPE	Infected	scaffold_10	577774	578774	85.102	75.13	1.132729935
CCB1	CAPE	Infected	scaffold_10	578774	579774	80.615	75.13	1.073006788
CCB1	CAPE	Infected	scaffold_10	579774	580774	82.855	75.13	1.102821776
CCB1	CAPE	Infected	scaffold_10	580774	581774	80.44	75.13	1.070677492
CCB1	CAPE	Infected	scaffold_10	581774	582774	80.948	75.13	1.077439106
CCB1	CAPE	Infected	scaffold_10	582774	583774	82.548	75.13	1.098735525
CCB1	CAPE	Infected	scaffold_10	583774	584774	84.083	75.13	1.119166778
CCB1	CAPE	Infected	scaffold_10	584774	585774	74.775	75.13	0.995274857
CCB1	CAPE	Infected	scaffold_10	585774	586774	72.528	75.13	0.965366698
CCB1	CAPE	Infected	scaffold_10	586774	587774	86.971	75.13	1.157606815
CCB1	CAPE	Infected	scaffold_10	587774	588774	83.03	75.13	1.105151071
CCB1	CAPE	Infected	scaffold_10	588774	589774	76.232	75.13	1.014667909
CCB1	CAPE	Infected	scaffold_10	589774	590774	85.974	75.13	1.144336483
CCB1	CAPE	Infected	scaffold_10	590774	591774	74.165	75.13	0.987155597
CCB1	CAPE	Infected	scaffold_10	591774	592774	77.783	75.13	1.035312126
CCB1	CAPE	Infected	scaffold_10	592774	593774	66.324	75.13	0.882789831
CCB1	CAPE	Infected	scaffold_10	593774	594774	61.445	75.13	0.817849062
CCB1	CAPE	Infected	scaffold_10	594774	595774	90.557	75.13	1.205337415
CCB1	CAPE	Infected	scaffold_10	595774	595975	50.736318	75.13	0.675313696
